word,label,sentence
square,A2,We walked across the square because we wanted to see the old church.
stage,A2,"We went on stage for the school play, and I felt very nervous because my family was watching."
stair,A2,He climbed the stair to his room because he was very tired after the long walk.
stamp,A2,I bought a stamp at the post office because I wanted to send a letter to my friend.
state,A2,He stated that he would buy the tickets tomorrow because the prices were lower today.
steal,A2,"Someone tried to steal my bag on the bus yesterday, but I held it tightly."
step,A2,He took a step back because the bus was too close.
stomach,A2,Yesterday I ate too much cake and my stomach hurt because it was very sweet.
stone,A2,He picked up a small stone from the path and threw it into the river because he was bored.
store,A2,Yesterday I went to the store because I wanted to buy some milk and bread.
storm,A2,"The storm stopped the train, so we waited at the station for an hour."
straight,A2,He walked straight to the bus stop because he was late for school.
strange,A2,"The food at the new restaurant tasted strange, so I did not eat much."
strategy,A2,My strategy for shopping was to make a list first because it saved time.
stress,A2,I felt a lot of stress before my exam because I did not study enough.
structure,A2,We looked at the structure of the new building because it was very tall.
stupid,A2,I felt stupid because I forgot my shopping list at home.
succeed,A2,He worked hard every day and finally succeeded in passing his driving test.
successful,A2,The shopping trip was successful because we found everything on our list.
such,A2,The market had such fresh fruit that she bought a lot for the picnic.
suddenly,A2,"He was walking to the bus stop when it suddenly started to rain, and he had to run for shelter."
suggest,A2,She suggested going to the park because the weather was nice.
suggestion,A2,"He liked my suggestion for the picnic, and we bought the food together."
suit,A2,She bought a blue suit for her job interview because she wanted to look professional.
support,A2,She supported her friend because he was sad.
suppose,A2,I suppose we will go to the park tomorrow because the weather is nice.
surprise,A2,The surprise party was fun because all my friends came.
surprised,A2,She was surprised because her friend bought her a gift from the trip.
surprising,A2,The movie was surprising because it ended in a way I did not expect.
survey,A2,We did a survey about shopping habits because our teacher wanted to know what we buy.
sweet,A2,"The cake was very sweet, and I ate two pieces because I liked it."
symbol,A2,"The red heart on the card was a symbol of love, and she gave it to her friend."
system,A2,"The new ticket system at the station was easy to use, and I bought my train ticket quickly."
tablet,A2,He bought a tablet because he wanted to read books and watch videos.
taking,A2,He was taking a photo of the market because he liked the colorful fruits.
target,A2,He aimed at the target in the archery competition and hit it perfectly.
task,A2,"Yesterday, my teacher gave us a simple task because we needed to practice writing."
taste,A2,"Yesterday I tasted the soup at the new café, and it was very salty because they added too much spice."
teaching,A2,She enjoyed teaching her younger brother how to ride a bike because it was a sunny day.
technology,A2,I used the new technology at the library because it made printing my tickets faster.
teenage,A2,She enjoyed her teenage years because she spent a lot of time with her friends.
temperature,A2,"Yesterday the temperature was very high, so we stayed at home and drank cold water."
term,A2,He used the new term in class because the teacher taught it yesterday.
themselves,A2,They cooked dinner themselves because their parents were busy.
thick,A2,"The soup was thick and warm, so I ate it quickly because I was hungry."
thief,A2,The thief took my bag because I left it on the chair.
thin,A2,The soup was thin because I added too much water.
thinking,A2,I was thinking about buying a gift for my friend because her birthday is next week.
thought,A2,I thought about buying the blue shirt because it was cheaper.
throw,A2,The word throw is commonly used in everyday language.
tidy,A2,The word tidy is commonly used in everyday language.
tie,A2,He tied his shoes before he left the house because he did not want to fall.
tip,A2,He left a tip for the waiter because the service was very good.
tool,A2,He used a tool to fix the chair because it was broken.
top,A2,He put the book on the top shelf because he wanted to keep it safe.
touch,A2,"Yesterday, I did not touch the hot pan because my mother warned me."
